time	N001	V1	R1	I1
0.0446091	1.33228	-2.33228	1.33228	1
0.0446101	1.33222	-2.33222	1.33222	1
0.0446111	1.33216	-2.33216	1.33216	1
0.0446121	1.3321	-2.3321	1.3321	1
0.0446131	1.33205	-2.33205	1.33205	1
0.0446141	1.33199	-2.33199	1.33199	1
0.0446151	1.33193	-2.33193	1.33193	1
0.0446161	1.33187	-2.33187	1.33187	1
0.0446171	1.33181	-2.33181	1.33181	1
0.0446181	1.33175	-2.33175	1.33175	1
0.0446191	1.33169	-2.33169	1.33169	1
0.0446201	1.33163	-2.33163	1.33163	1
0.0446211	1.33157	-2.33157	1.33157	1
0.0446221	1.33151	-2.33151	1.33151	1
0.0446231	1.33145	-2.33145	1.33145	1
0.044624	1.33139	-2.33139	1.33139	1
0.044625	1.33134	-2.33134	1.33134	1
0.044626	1.33128	-2.33128	1.33128	1
0.044627	1.33122	-2.33122	1.33122	1
0.044628	1.33116	-2.33116	1.33116	1
0.044629	1.3311	-2.3311	1.3311	1
0.04463	1.33104	-2.33104	1.33104	1
0.044631	1.33098	-2.33098	1.33098	1
0.044632	1.33092	-2.33092	1.33092	1
0.044633	1.33086	-2.33086	1.33086	1
0.044634	1.3308	-2.3308	1.3308	1
0.044635	1.33074	-2.33074	1.33074	1
0.044636	1.33068	-2.33068	1.33068	1
0.044637	1.33062	-2.33062	1.33062	1
0.044638	1.33057	-2.33057	1.33057	1
0.044639	1.33051	-2.33051	1.33051	1
0.04464	1.33045	-2.33045	1.33045	1
0.044641	1.33039	-2.33039	1.33039	1
0.044642	1.33033	-2.33033	1.33033	1
0.044643	1.33027	-2.33027	1.33027	1
0.044644	1.33021	-2.33021	1.33021	1
0.044645	1.33015	-2.33015	1.33015	1
0.044646	1.33009	-2.33009	1.33009	1
0.044647	1.33003	-2.33003	1.33003	1
0.044648	1.32997	-2.32997	1.32997	1
0.044649	1.32991	-2.32991	1.32991	1
0.04465	1.32985	-2.32985	1.32985	1
0.044651	1.3298	-2.3298	1.3298	1
0.044652	1.32974	-2.32974	1.32974	1
0.044653	1.32968	-2.32968	1.32968	1
0.044654	1.32962	-2.32962	1.32962	1
0.044655	1.32956	-2.32956	1.32956	1
0.044656	1.3295	-2.3295	1.3295	1
0.044657	1.32944	-2.32944	1.32944	1
0.044658	1.32938	-2.32938	1.32938	1
0.044659	1.32932	-2.32932	1.32932	1
0.04466	1.32926	-2.32926	1.32926	1
0.044661	1.3292	-2.3292	1.3292	1
0.044662	1.32914	-2.32914	1.32914	1
0.044663	1.32909	-2.32909	1.32909	1
0.044664	1.32903	-2.32903	1.32903	1
0.044665	1.32897	-2.32897	1.32897	1
0.044666	1.32891	-2.32891	1.32891	1
0.044667	1.32885	-2.32885	1.32885	1
0.044668	1.32879	-2.32879	1.32879	1
0.044669	1.32873	-2.32873	1.32873	1
0.04467	1.32867	-2.32867	1.32867	1
0.044671	1.32861	-2.32861	1.32861	1
0.044672	1.32855	-2.32855	1.32855	1
0.044673	1.32849	-2.32849	1.32849	1
0.044674	1.32843	-2.32843	1.32843	1
0.044675	1.32837	-2.32837	1.32837	1
0.044676	1.32831	-2.32831	1.32831	1
0.044677	1.32826	-2.32826	1.32826	1
0.044678	1.3282	-2.3282	1.3282	1
0.044679	1.32814	-2.32814	1.32814	1
0.04468	1.32808	-2.32808	1.32808	1
0.044681	1.32802	-2.32802	1.32802	1
0.044682	1.32796	-2.32796	1.32796	1
0.044683	1.3279	-2.3279	1.3279	1
0.044684	1.32784	-2.32784	1.32784	1
0.044685	1.32778	-2.32778	1.32778	1
0.0446859	1.32772	-2.32772	1.32772	1
0.0446869	1.32766	-2.32766	1.32766	1
0.0446879	1.3276	-2.3276	1.3276	1
0.0446889	1.32754	-2.32754	1.32754	1
0.0446899	1.32749	-2.32749	1.32749	1
0.0446909	1.32743	-2.32743	1.32743	1
0.0446919	1.32737	-2.32737	1.32737	1
0.0446929	1.32731	-2.32731	1.32731	1
0.0446939	1.32725	-2.32725	1.32725	1
0.0446949	1.32719	-2.32719	1.32719	1
0.0446959	1.32713	-2.32713	1.32713	1
0.0446969	1.32707	-2.32707	1.32707	1
0.0446979	1.32701	-2.32701	1.32701	1
0.0446989	1.32695	-2.32695	1.32695	1
0.0446999	1.32689	-2.32689	1.32689	1
0.0447009	1.32683	-2.32683	1.32683	1
0.0447019	1.32677	-2.32677	1.32677	1
0.0447029	1.32671	-2.32671	1.32671	1
0.0447039	1.32666	-2.32666	1.32666	1
0.0447049	1.3266	-2.3266	1.3266	1
0.0447059	1.32654	-2.32654	1.32654	1
0.0447069	1.32648	-2.32648	1.32648	1
0.0447079	1.32642	-2.32642	1.32642	1
0.0447089	1.32636	-2.32636	1.32636	1
0.0447099	1.3263	-2.3263	1.3263	1
0.0447109	1.32624	-2.32624	1.32624	1
0.0447119	1.32618	-2.32618	1.32618	1
0.0447129	1.32612	-2.32612	1.32612	1
0.0447139	1.32606	-2.32606	1.32606	1
0.0447149	1.326	-2.326	1.326	1
0.0447159	1.32594	-2.32594	1.32594	1
0.0447169	1.32588	-2.32588	1.32588	1
0.0447179	1.32583	-2.32583	1.32583	1
0.0447189	1.32577	-2.32577	1.32577	1
0.0447199	1.32571	-2.32571	1.32571	1
0.0447209	1.32565	-2.32565	1.32565	1
0.0447219	1.32559	-2.32559	1.32559	1
0.0447229	1.32553	-2.32553	1.32553	1
0.0447239	1.32547	-2.32547	1.32547	1
0.0447249	1.32541	-2.32541	1.32541	1
0.0447259	1.32535	-2.32535	1.32535	1
0.0447269	1.32529	-2.32529	1.32529	1
0.0447279	1.32523	-2.32523	1.32523	1
0.0447289	1.32517	-2.32517	1.32517	1
0.0447299	1.32511	-2.32511	1.32511	1
0.0447309	1.32505	-2.32505	1.32505	1
0.0447319	1.32499	-2.32499	1.32499	1
0.0447329	1.32494	-2.32494	1.32494	1
0.0447339	1.32488	-2.32488	1.32488	1
0.0447349	1.32482	-2.32482	1.32482	1
0.0447359	1.32476	-2.32476	1.32476	1
0.0447369	1.3247	-2.3247	1.3247	1
0.0447379	1.32464	-2.32464	1.32464	1
0.0447389	1.32458	-2.32458	1.32458	1
0.0447399	1.32452	-2.32452	1.32452	1
0.0447409	1.32446	-2.32446	1.32446	1
0.0447419	1.3244	-2.3244	1.3244	1
0.0447429	1.32434	-2.32434	1.32434	1
0.0447439	1.32428	-2.32428	1.32428	1
0.0447449	1.32422	-2.32422	1.32422	1
0.0447459	1.32416	-2.32416	1.32416	1
0.0447468	1.3241	-2.3241	1.3241	1
0.0447478	1.32405	-2.32405	1.32405	1
0.0447488	1.32399	-2.32399	1.32399	1
0.0447498	1.32393	-2.32393	1.32393	1
0.0447508	1.32387	-2.32387	1.32387	1
0.0447518	1.32381	-2.32381	1.32381	1
0.0447528	1.32375	-2.32375	1.32375	1
0.0447538	1.32369	-2.32369	1.32369	1
0.0447548	1.32363	-2.32363	1.32363	1
0.0447558	1.32357	-2.32357	1.32357	1
0.0447568	1.32351	-2.32351	1.32351	1
0.0447578	1.32345	-2.32345	1.32345	1
0.0447588	1.32339	-2.32339	1.32339	1
0.0447598	1.32333	-2.32333	1.32333	1
0.0447608	1.32327	-2.32327	1.32327	1
0.0447618	1.32321	-2.32321	1.32321	1
0.0447628	1.32316	-2.32315	1.32316	1
0.0447638	1.3231	-2.3231	1.3231	1
0.0447648	1.32304	-2.32304	1.32304	1
0.0447658	1.32298	-2.32298	1.32298	1
0.0447668	1.32292	-2.32292	1.32292	1
0.0447678	1.32286	-2.32286	1.32286	1
0.0447688	1.3228	-2.3228	1.3228	1
0.0447698	1.32274	-2.32274	1.32274	1
0.0447708	1.32268	-2.32268	1.32268	1
0.0447718	1.32262	-2.32262	1.32262	1
0.0447728	1.32256	-2.32256	1.32256	1
0.0447738	1.3225	-2.3225	1.3225	1
0.0447748	1.32244	-2.32244	1.32244	1
0.0447758	1.32238	-2.32238	1.32238	1
0.0447768	1.32232	-2.32232	1.32232	1
0.0447778	1.32226	-2.32226	1.32226	1
0.0447788	1.32221	-2.32221	1.32221	1
0.0447798	1.32215	-2.32215	1.32215	1
0.0447808	1.32209	-2.32209	1.32209	1
0.0447818	1.32203	-2.32203	1.32203	1
0.0447828	1.32197	-2.32197	1.32197	1
0.0447838	1.32191	-2.32191	1.32191	1
0.0447848	1.32185	-2.32185	1.32185	1
0.0447858	1.32179	-2.32179	1.32179	1
0.0447868	1.32173	-2.32173	1.32173	1
0.0447878	1.32167	-2.32167	1.32167	1
0.0447888	1.32161	-2.32161	1.32161	1
0.0447898	1.32155	-2.32155	1.32155	1
0.0447908	1.32149	-2.32149	1.32149	1
0.0447918	1.32143	-2.32143	1.32143	1
0.0447928	1.32137	-2.32137	1.32137	1
0.0447938	1.32131	-2.32131	1.32131	1
0.0447948	1.32125	-2.32125	1.32125	1
0.0447958	1.3212	-2.3212	1.3212	1
0.0447968	1.32114	-2.32114	1.32114	1
0.0447978	1.32108	-2.32108	1.32108	1
0.0447988	1.32102	-2.32102	1.32102	1
0.0447998	1.32096	-2.32096	1.32096	1
0.0448008	1.3209	-2.3209	1.3209	1
0.0448018	1.32084	-2.32084	1.32084	1
0.0448028	1.32078	-2.32078	1.32078	1
0.0448038	1.32072	-2.32072	1.32072	1
0.0448048	1.32066	-2.32066	1.32066	1
0.0448058	1.3206	-2.3206	1.3206	1
0.0448068	1.32054	-2.32054	1.32054	1
0.0448078	1.32048	-2.32048	1.32048	1
0.0448087	1.32042	-2.32042	1.32042	1
0.0448097	1.32036	-2.32036	1.32036	1
0.0448107	1.3203	-2.3203	1.3203	1
0.0448117	1.32024	-2.32024	1.32024	1
0.0448127	1.32019	-2.32019	1.32019	1
0.0448137	1.32013	-2.32013	1.32013	1
0.0448147	1.32007	-2.32007	1.32007	1
0.0448157	1.32001	-2.32001	1.32001	1
0.0448167	1.31995	-2.31995	1.31995	1
0.0448177	1.31989	-2.31989	1.31989	1
0.0448187	1.31983	-2.31983	1.31983	1
0.0448197	1.31977	-2.31977	1.31977	1
0.0448207	1.31971	-2.31971	1.31971	1
0.0448217	1.31965	-2.31965	1.31965	1
0.0448227	1.31959	-2.31959	1.31959	1
0.0448237	1.31953	-2.31953	1.31953	1
0.0448247	1.31947	-2.31947	1.31947	1
0.0448257	1.31941	-2.31941	1.31941	1
0.0448267	1.31935	-2.31935	1.31935	1
0.0448277	1.31929	-2.31929	1.31929	1
0.0448287	1.31923	-2.31923	1.31923	1
0.0448297	1.31917	-2.31917	1.31917	1
0.0448307	1.31912	-2.31912	1.31912	1
0.0448317	1.31906	-2.31906	1.31906	1
0.0448327	1.319	-2.319	1.319	1
0.0448337	1.31894	-2.31894	1.31894	1
0.0448347	1.31888	-2.31888	1.31888	1
0.0448357	1.31882	-2.31882	1.31882	1
0.0448367	1.31876	-2.31876	1.31876	1
0.0448377	1.3187	-2.3187	1.3187	1
0.0448387	1.31864	-2.31864	1.31864	1
0.0448397	1.31858	-2.31858	1.31858	1
0.0448407	1.31852	-2.31852	1.31852	1
0.0448417	1.31846	-2.31846	1.31846	1
0.0448427	1.3184	-2.3184	1.3184	1
0.0448437	1.31834	-2.31834	1.31834	1
0.0448447	1.31828	-2.31828	1.31828	1
0.0448457	1.31822	-2.31822	1.31822	1
0.0448467	1.31816	-2.31816	1.31816	1
0.0448477	1.3181	-2.3181	1.3181	1
0.0448487	1.31805	-2.31805	1.31805	1
0.0448497	1.31799	-2.31799	1.31799	1
0.0448507	1.31793	-2.31793	1.31793	1
0.0448517	1.31787	-2.31787	1.31787	1
0.0448527	1.31781	-2.31781	1.31781	1
0.0448537	1.31775	-2.31775	1.31775	1
0.0448547	1.31769	-2.31769	1.31769	1
0.0448557	1.31763	-2.31763	1.31763	1
0.0448567	1.31757	-2.31757	1.31757	1
0.0448577	1.31751	-2.31751	1.31751	1
0.0448587	1.31745	-2.31745	1.31745	1
0.0448597	1.31739	-2.31739	1.31739	1
0.0448607	1.31733	-2.31733	1.31733	1
0.0448617	1.31727	-2.31727	1.31727	1
0.0448627	1.31721	-2.31721	1.31721	1
0.0448637	1.31715	-2.31715	1.31715	1
0.0448647	1.31709	-2.31709	1.31709	1
0.0448657	1.31703	-2.31703	1.31703	1
0.0448667	1.31697	-2.31697	1.31697	1
0.0448677	1.31691	-2.31691	1.31691	1
0.0448687	1.31686	-2.31686	1.31686	1
0.0448697	1.3168	-2.3168	1.3168	1
0.0448706	1.31674	-2.31674	1.31674	1
0.0448716	1.31668	-2.31668	1.31668	1
0.0448726	1.31662	-2.31662	1.31662	1
0.0448736	1.31656	-2.31656	1.31656	1
0.0448746	1.3165	-2.3165	1.3165	1
0.0448756	1.31644	-2.31644	1.31644	1
0.0448766	1.31638	-2.31638	1.31638	1
0.0448776	1.31632	-2.31632	1.31632	1
0.0448786	1.31626	-2.31626	1.31626	1
0.0448796	1.3162	-2.3162	1.3162	1
0.0448806	1.31614	-2.31614	1.31614	1
0.0448816	1.31608	-2.31608	1.31608	1
0.0448826	1.31602	-2.31602	1.31602	1
0.0448836	1.31596	-2.31596	1.31596	1
0.0448846	1.3159	-2.3159	1.3159	1
0.0448856	1.31584	-2.31584	1.31584	1
0.0448866	1.31578	-2.31578	1.31578	1
0.0448876	1.31572	-2.31572	1.31572	1
0.0448886	1.31567	-2.31567	1.31567	1
0.0448896	1.31561	-2.31561	1.31561	1
0.0448906	1.31555	-2.31555	1.31555	1
0.0448916	1.31549	-2.31549	1.31549	1
0.0448926	1.31543	-2.31543	1.31543	1
0.0448936	1.31537	-2.31537	1.31537	1
0.0448946	1.31531	-2.31531	1.31531	1
0.0448956	1.31525	-2.31525	1.31525	1
0.0448966	1.31519	-2.31519	1.31519	1
0.0448976	1.31513	-2.31513	1.31513	1
0.0448986	1.31507	-2.31507	1.31507	1
0.0448996	1.31501	-2.31501	1.31501	1
0.0449006	1.31495	-2.31495	1.31495	1
0.0449016	1.31489	-2.31489	1.31489	1
0.0449026	1.31483	-2.31483	1.31483	1
0.0449036	1.31477	-2.31477	1.31477	1
0.0449046	1.31471	-2.31471	1.31471	1
0.0449056	1.31465	-2.31465	1.31465	1
0.0449066	1.31459	-2.31459	1.31459	1
0.0449076	1.31453	-2.31453	1.31453	1
0.0449086	1.31447	-2.31447	1.31447	1
0.0449096	1.31441	-2.31441	1.31441	1
0.0449106	1.31436	-2.31436	1.31436	1
0.0449116	1.3143	-2.3143	1.3143	1
0.0449126	1.31424	-2.31424	1.31424	1
0.0449136	1.31418	-2.31418	1.31418	1
0.0449146	1.31412	-2.31412	1.31412	1
0.0449156	1.31406	-2.31406	1.31406	1
0.0449166	1.314	-2.314	1.314	1
0.0449176	1.31394	-2.31394	1.31394	1
0.0449186	1.31388	-2.31388	1.31388	1
0.0449196	1.31382	-2.31382	1.31382	1
0.0449206	1.31376	-2.31376	1.31376	1
0.0449216	1.3137	-2.3137	1.3137	1
0.0449226	1.31364	-2.31364	1.31364	1
0.0449236	1.31358	-2.31358	1.31358	1
0.0449246	1.31352	-2.31352	1.31352	1
0.0449256	1.31346	-2.31346	1.31346	1
0.0449266	1.3134	-2.3134	1.3134	1
0.0449276	1.31334	-2.31334	1.31334	1
0.0449286	1.31328	-2.31328	1.31328	1
0.0449296	1.31322	-2.31322	1.31322	1
0.0449306	1.31316	-2.31316	1.31316	1
0.0449315	1.3131	-2.3131	1.3131	1
0.0449325	1.31304	-2.31305	1.31304	1
0.0449335	1.31299	-2.31299	1.31299	1
0.0449345	1.31293	-2.31293	1.31293	1
0.0449355	1.31287	-2.31287	1.31287	1
0.0449365	1.31281	-2.31281	1.31281	1
0.0449375	1.31275	-2.31275	1.31275	1
0.0449385	1.31269	-2.31269	1.31269	1
0.0449395	1.31263	-2.31263	1.31263	1
0.0449405	1.31257	-2.31257	1.31257	1
0.0449415	1.31251	-2.31251	1.31251	1
0.0449425	1.31245	-2.31245	1.31245	1
0.0449435	1.31239	-2.31239	1.31239	1
0.0449445	1.31233	-2.31233	1.31233	1
0.0449455	1.31227	-2.31227	1.31227	1
0.0449465	1.31221	-2.31221	1.31221	1
0.0449475	1.31215	-2.31215	1.31215	1
0.0449485	1.31209	-2.31209	1.31209	1
0.0449495	1.31203	-2.31203	1.31203	1
0.0449505	1.31197	-2.31197	1.31197	1
0.0449515	1.31191	-2.31191	1.31191	1
0.0449525	1.31185	-2.31185	1.31185	1
0.0449535	1.31179	-2.31179	1.31179	1
0.0449545	1.31173	-2.31173	1.31173	1
0.0449555	1.31167	-2.31167	1.31167	1
0.0449565	1.31161	-2.31161	1.31161	1
0.0449575	1.31156	-2.31156	1.31156	1
0.0449585	1.3115	-2.3115	1.3115	1
0.0449595	1.31144	-2.31144	1.31144	1
0.0449605	1.31138	-2.31138	1.31138	1
0.0449615	1.31132	-2.31132	1.31132	1
0.0449625	1.31126	-2.31126	1.31126	1
0.0449635	1.3112	-2.3112	1.3112	1
0.0449645	1.31114	-2.31114	1.31114	1
0.0449655	1.31108	-2.31108	1.31108	1
0.0449665	1.31102	-2.31102	1.31102	1
0.0449675	1.31096	-2.31096	1.31096	1
0.0449685	1.3109	-2.3109	1.3109	1
0.0449695	1.31084	-2.31084	1.31084	1
0.0449705	1.31078	-2.31078	1.31078	1
0.0449715	1.31072	-2.31072	1.31072	1
0.0449725	1.31066	-2.31066	1.31066	1
0.0449735	1.3106	-2.3106	1.3106	1
0.0449745	1.31054	-2.31054	1.31054	1
0.0449755	1.31048	-2.31048	1.31048	1
0.0449765	1.31042	-2.31042	1.31042	1
0.0449775	1.31036	-2.31036	1.31036	1
0.0449785	1.3103	-2.3103	1.3103	1
0.0449795	1.31024	-2.31024	1.31024	1
0.0449805	1.31018	-2.31018	1.31018	1
0.0449815	1.31012	-2.31012	1.31012	1
0.0449825	1.31006	-2.31006	1.31006	1
0.0449835	1.31	-2.31	1.31	1
0.0449845	1.30995	-2.30995	1.30995	1
0.0449855	1.30989	-2.30989	1.30989	1
0.0449865	1.30983	-2.30983	1.30983	1
0.0449875	1.30977	-2.30977	1.30977	1
0.0449885	1.30971	-2.30971	1.30971	1
0.0449895	1.30965	-2.30965	1.30965	1
0.0449905	1.30959	-2.30959	1.30959	1
0.0449915	1.30953	-2.30953	1.30953	1
0.0449925	1.30947	-2.30947	1.30947	1
0.0449934	1.30941	-2.30941	1.30941	1
0.0449944	1.30935	-2.30935	1.30935	1
0.0449954	1.30929	-2.30929	1.30929	1
0.0449964	1.30923	-2.30923	1.30923	1
0.0449974	1.30917	-2.30917	1.30917	1
0.0449984	1.30911	-2.30911	1.30911	1
0.0449994	1.30905	-2.30905	1.30905	1
0.0450004	1.30899	-2.30899	1.30899	1
0.0450014	1.30893	-2.30893	1.30893	1
0.0450024	1.30887	-2.30887	1.30887	1
0.0450034	1.30881	-2.30881	1.30881	1
0.0450044	1.30875	-2.30875	1.30875	1
0.0450054	1.30869	-2.30869	1.30869	1
0.0450064	1.30863	-2.30863	1.30863	1
0.0450074	1.30857	-2.30857	1.30857	1
0.0450084	1.30851	-2.30851	1.30851	1
0.0450094	1.30845	-2.30845	1.30845	1
0.0450104	1.30839	-2.30839	1.30839	1
0.0450114	1.30833	-2.30833	1.30833	1
0.0450124	1.30827	-2.30827	1.30827	1
0.0450134	1.30822	-2.30822	1.30822	1
0.0450144	1.30816	-2.30816	1.30816	1
0.0450154	1.3081	-2.3081	1.3081	1
0.0450164	1.30804	-2.30804	1.30804	1
0.0450174	1.30798	-2.30798	1.30798	1
0.0450184	1.30792	-2.30792	1.30792	1
0.0450194	1.30786	-2.30786	1.30786	1
0.0450204	1.3078	-2.3078	1.3078	1
0.0450214	1.30774	-2.30774	1.30774	1
0.0450224	1.30768	-2.30768	1.30768	1
0.0450234	1.30762	-2.30762	1.30762	1
0.0450244	1.30756	-2.30756	1.30756	1
0.0450254	1.3075	-2.3075	1.3075	1
0.0450264	1.30744	-2.30744	1.30744	1
0.0450274	1.30738	-2.30738	1.30738	1
0.0450284	1.30732	-2.30732	1.30732	1
0.0450294	1.30726	-2.30726	1.30726	1
0.0450304	1.3072	-2.3072	1.3072	1
0.0450314	1.30714	-2.30714	1.30714	1
0.0450324	1.30708	-2.30708	1.30708	1
0.0450334	1.30702	-2.30702	1.30702	1
0.0450344	1.30696	-2.30696	1.30696	1
0.0450354	1.3069	-2.3069	1.3069	1
0.0450364	1.30684	-2.30684	1.30684	1
0.0450374	1.30678	-2.30678	1.30678	1
0.0450384	1.30672	-2.30672	1.30672	1
0.0450394	1.30666	-2.30666	1.30666	1
0.0450404	1.3066	-2.3066	1.3066	1
0.0450414	1.30654	-2.30654	1.30654	1
0.0450424	1.30648	-2.30648	1.30648	1
0.0450434	1.30642	-2.30642	1.30642	1
0.0450444	1.30636	-2.30636	1.30636	1
0.0450454	1.3063	-2.3063	1.3063	1
0.0450464	1.30625	-2.30625	1.30625	1
0.0450474	1.30619	-2.30619	1.30619	1
0.0450484	1.30613	-2.30613	1.30613	1
0.0450494	1.30607	-2.30607	1.30607	1
0.0450504	1.30601	-2.30601	1.30601	1
0.0450514	1.30595	-2.30595	1.30595	1
0.0450524	1.30589	-2.30589	1.30589	1
0.0450534	1.30583	-2.30583	1.30583	1
0.0450544	1.30577	-2.30577	1.30577	1
0.0450553	1.30571	-2.30571	1.30571	1
0.0450563	1.30565	-2.30565	1.30565	1
0.0450573	1.30559	-2.30559	1.30559	1
0.0450583	1.30553	-2.30553	1.30553	1
0.0450593	1.30547	-2.30547	1.30547	1
0.0450603	1.30541	-2.30541	1.30541	1
0.0450613	1.30535	-2.30535	1.30535	1
0.0450623	1.30529	-2.30529	1.30529	1
0.0450633	1.30523	-2.30523	1.30523	1
0.0450643	1.30517	-2.30517	1.30517	1
0.0450653	1.30511	-2.30511	1.30511	1
0.0450663	1.30505	-2.30505	1.30505	1
0.0450673	1.30499	-2.30499	1.30499	1
0.0450683	1.30493	-2.30493	1.30493	1
0.0450693	1.30487	-2.30487	1.30487	1
0.0450703	1.30481	-2.30481	1.30481	1
0.0450713	1.30475	-2.30475	1.30475	1
0.0450723	1.30469	-2.30469	1.30469	1
0.0450733	1.30463	-2.30463	1.30463	1
0.0450743	1.30457	-2.30457	1.30457	1
0.0450753	1.30451	-2.30451	1.30451	1
0.0450763	1.30445	-2.30445	1.30445	1
0.0450773	1.30439	-2.30439	1.30439	1
0.0450783	1.30433	-2.30433	1.30433	1
0.0450793	1.30427	-2.30427	1.30427	1
0.0450803	1.30421	-2.30421	1.30421	1
0.0450813	1.30415	-2.30415	1.30415	1
0.0450823	1.30409	-2.30409	1.30409	1
0.0450833	1.30403	-2.30403	1.30403	1
0.0450843	1.30398	-2.30398	1.30398	1
0.0450853	1.30392	-2.30392	1.30392	1
0.0450863	1.30386	-2.30386	1.30386	1
0.0450873	1.3038	-2.3038	1.3038	1
0.0450883	1.30374	-2.30374	1.30374	1
0.0450893	1.30368	-2.30368	1.30368	1
0.0450903	1.30362	-2.30362	1.30362	1
0.0450913	1.30356	-2.30356	1.30356	1
0.0450923	1.3035	-2.3035	1.3035	1
0.0450933	1.30344	-2.30344	1.30344	1
0.0450943	1.30338	-2.30338	1.30338	1
0.0450953	1.30332	-2.30332	1.30332	1
0.0450963	1.30326	-2.30326	1.30326	1
0.0450973	1.3032	-2.3032	1.3032	1
0.0450983	1.30314	-2.30314	1.30314	1
0.0450993	1.30308	-2.30308	1.30308	1
0.0451003	1.30302	-2.30302	1.30302	1
0.0451013	1.30296	-2.30296	1.30296	1
0.0451023	1.3029	-2.3029	1.3029	1
0.0451033	1.30284	-2.30284	1.30284	1
0.0451043	1.30278	-2.30278	1.30278	1
0.0451053	1.30272	-2.30272	1.30272	1
0.0451063	1.30266	-2.30266	1.30266	1
0.0451073	1.3026	-2.3026	1.3026	1
0.0451083	1.30254	-2.30254	1.30254	1
0.0451093	1.30248	-2.30248	1.30248	1
0.0451103	1.30242	-2.30242	1.30242	1
0.0451113	1.30236	-2.30236	1.30236	1
0.0451123	1.3023	-2.3023	1.3023	1
0.0451133	1.30224	-2.30224	1.30224	1
0.0451143	1.30218	-2.30218	1.30218	1
0.0451153	1.30212	-2.30212	1.30212	1
0.0451162	1.30206	-2.30206	1.30206	1
0.0451172	1.302	-2.302	1.302	1
0.0451182	1.30194	-2.30194	1.30194	1
0.0451192	1.30188	-2.30188	1.30188	1
0.0451202	1.30182	-2.30182	1.30182	1
0.0451212	1.30176	-2.30176	1.30176	1
0.0451222	1.3017	-2.3017	1.3017	1
0.0451232	1.30164	-2.30164	1.30164	1
0.0451242	1.30158	-2.30158	1.30158	1
0.0451252	1.30152	-2.30152	1.30152	1
0.0451262	1.30146	-2.30146	1.30146	1
0.0451272	1.3014	-2.3014	1.3014	1
0.0451282	1.30134	-2.30134	1.30134	1
0.0451292	1.30128	-2.30128	1.30128	1
0.0451302	1.30122	-2.30122	1.30122	1
0.0451312	1.30117	-2.30117	1.30116	1
0.0451322	1.30111	-2.30111	1.30111	1
0.0451332	1.30105	-2.30105	1.30105	1
0.0451342	1.30099	-2.30099	1.30099	1
0.0451352	1.30093	-2.30093	1.30093	1
0.0451362	1.30087	-2.30087	1.30087	1
0.0451372	1.30081	-2.30081	1.30081	1
0.0451382	1.30075	-2.30075	1.30075	1
0.0451392	1.30069	-2.30069	1.30069	1
0.0451402	1.30063	-2.30063	1.30063	1
0.0451412	1.30057	-2.30057	1.30057	1
0.0451422	1.30051	-2.30051	1.30051	1
0.0451432	1.30045	-2.30045	1.30045	1
0.0451442	1.30039	-2.30039	1.30039	1
0.0451452	1.30033	-2.30033	1.30033	1
0.0451462	1.30027	-2.30027	1.30027	1
0.0451472	1.30021	-2.30021	1.30021	1
0.0451482	1.30015	-2.30015	1.30015	1
0.0451492	1.30009	-2.30009	1.30009	1
0.0451502	1.30003	-2.30003	1.30003	1
0.0451512	1.29997	-2.29997	1.29997	1
0.0451522	1.29991	-2.29991	1.29991	1
0.0451532	1.29985	-2.29985	1.29985	1
0.0451542	1.29979	-2.29979	1.29979	1
0.0451552	1.29973	-2.29973	1.29973	1
0.0451562	1.29967	-2.29967	1.29967	1
0.0451572	1.29961	-2.29961	1.29961	1
0.0451582	1.29955	-2.29955	1.29955	1
0.0451592	1.29949	-2.29949	1.29949	1
0.0451602	1.29943	-2.29943	1.29943	1
0.0451612	1.29937	-2.29937	1.29937	1
0.0451622	1.29931	-2.29931	1.29931	1
0.0451632	1.29925	-2.29925	1.29925	1
0.0451642	1.29919	-2.29919	1.29919	1
0.0451652	1.29913	-2.29913	1.29913	1
0.0451662	1.29907	-2.29907	1.29907	1
0.0451672	1.29901	-2.29901	1.29901	1
0.0451682	1.29895	-2.29895	1.29895	1
0.0451692	1.29889	-2.29889	1.29889	1
0.0451702	1.29883	-2.29883	1.29883	1
0.0451712	1.29877	-2.29877	1.29877	1
0.0451722	1.29871	-2.29871	1.29871	1
0.0451732	1.29865	-2.29865	1.29865	1
0.0451742	1.29859	-2.29859	1.29859	1
0.0451752	1.29853	-2.29853	1.29853	1
0.0451762	1.29847	-2.29847	1.29847	1
0.0451772	1.29841	-2.29841	1.29841	1
0.0451781	1.29835	-2.29835	1.29835	1
0.0451791	1.29829	-2.29829	1.29829	1
0.0451801	1.29823	-2.29823	1.29823	1
0.0451811	1.29817	-2.29817	1.29817	1
0.0451821	1.29811	-2.29811	1.29811	1
0.0451831	1.29805	-2.29805	1.29805	1
0.0451841	1.29799	-2.29799	1.29799	1
0.0451851	1.29793	-2.29793	1.29793	1
0.0451861	1.29787	-2.29787	1.29787	1
0.0451871	1.29781	-2.29781	1.29781	1
0.0451881	1.29775	-2.29775	1.29775	1
0.0451891	1.29769	-2.29769	1.29769	1
0.0451901	1.29763	-2.29763	1.29763	1
0.0451911	1.29757	-2.29757	1.29757	1
0.0451921	1.29751	-2.29751	1.29751	1
