time	V(n001)	V(n002)	I(R2)	I(R1)	I(V1)
5.020251384703442e-01	1.269001e-01	6.339036e-02	6.339036e-02	6.339036e-02	-6.339036e-02
5.039782634703442e-01	2.473668e-01	1.235670e-01	1.235670e-01	1.235670e-01	-1.235670e-01
5.059313884703442e-01	3.641129e-01	1.818851e-01	1.818851e-01	1.818851e-01	-1.818851e-01
5.078845134703442e-01	4.753824e-01	2.374675e-01	2.374675e-01	2.374675e-01	-2.374675e-01
5.098376384703442e-01	5.795016e-01	2.894782e-01	2.894782e-01	2.894782e-01	-2.894782e-01
5.117907634703442e-01	6.749047e-01	3.371348e-01	3.371348e-01	3.371348e-01	-3.371348e-01
5.137438884703442e-01	7.601565e-01	3.797206e-01	3.797206e-01	3.797206e-01	-3.797206e-01
5.156970134703442e-01	8.339749e-01	4.165951e-01	4.165951e-01	4.165951e-01	-4.165951e-01
5.176501384703442e-01	8.952495e-01	4.472036e-01	4.472036e-01	4.472036e-01	-4.472036e-01
5.196032634703442e-01	9.430588e-01	4.710857e-01	4.710857e-01	4.710857e-01	-4.710857e-01
5.215563884703442e-01	9.766835e-01	4.878823e-01	4.878823e-01	4.878823e-01	-4.878823e-01
5.235095134703442e-01	9.956180e-01	4.973406e-01	4.973406e-01	4.973406e-01	-4.973406e-01
5.254626384703442e-01	9.995775e-01	4.993185e-01	4.993185e-01	4.993185e-01	-4.993185e-01
5.274157634703442e-01	9.885024e-01	4.937862e-01	4.937862e-01	4.937862e-01	-4.937862e-01
5.293688884703442e-01	9.625594e-01	4.808269e-01	4.808269e-01	4.808269e-01	-4.808269e-01
5.313220134703442e-01	9.221385e-01	4.606354e-01	4.606354e-01	4.606354e-01	-4.606354e-01
5.332751384703442e-01	8.678479e-01	4.335156e-01	4.335156e-01	4.335156e-01	-4.335156e-01
5.352282634703442e-01	8.005039e-01	3.998753e-01	3.998753e-01	3.998753e-01	-3.998753e-01
5.371813884703442e-01	7.211197e-01	3.602206e-01	3.602206e-01	3.602206e-01	-3.602206e-01
5.391345134703442e-01	6.308891e-01	3.151478e-01	3.151478e-01	3.151478e-01	-3.151478e-01
5.410876384703442e-01	5.311694e-01	2.653348e-01	2.653348e-01	2.653348e-01	-2.653348e-01
5.430407634703442e-01	4.234604e-01	2.115310e-01	2.115310e-01	2.115310e-01	-2.115310e-01
5.449938884703442e-01	3.093822e-01	1.545455e-01	1.545455e-01	1.545455e-01	-1.545455e-01
5.469470134703442e-01	1.906505e-01	9.523557e-02	9.523557e-02	9.523557e-02	-9.523557e-02
5.489001384703442e-01	6.905135e-02	3.449319e-02	3.449319e-02	3.449319e-02	-3.449319e-02
5.508532634703442e-01	-5.358645e-02	-2.676801e-02	-2.676801e-02	-2.676801e-02	2.676801e-02
5.528063884703442e-01	-1.754182e-01	-8.762659e-02	-8.762659e-02	-8.762659e-02	8.762659e-02
5.547595134703442e-01	-2.946116e-01	-1.471672e-01	-1.471672e-01	-1.471672e-01	1.471672e-01
5.567126384703442e-01	-4.093737e-01	-2.044943e-01	-2.044943e-01	-2.044943e-01	2.044943e-01
5.586657634703442e-01	-5.179785e-01	-2.587456e-01	-2.587456e-01	-2.587456e-01	2.587456e-01
5.606188884703442e-01	-6.187924e-01	-3.091050e-01	-3.091050e-01	-3.091050e-01	3.091050e-01
5.625720134703442e-01	-7.102990e-01	-3.548153e-01	-3.548153e-01	-3.548153e-01	3.548153e-01
5.645251384703442e-01	-7.911221e-01	-3.951889e-01	-3.951889e-01	-3.951889e-01	3.951889e-01
5.664782634703442e-01	-8.600460e-01	-4.296184e-01	-4.296184e-01	-4.296184e-01	4.296184e-01
5.684313884703442e-01	-9.160340e-01	-4.575860e-01	-4.575860e-01	-4.575860e-01	4.575860e-01
5.703845134703442e-01	-9.582440e-01	-4.786712e-01	-4.786712e-01	-4.786712e-01	4.786712e-01
5.723376384703442e-01	-9.860411e-01	-4.925567e-01	-4.925567e-01	-4.925567e-01	4.925567e-01
5.742907634703442e-01	-9.990072e-01	-4.990336e-01	-4.990336e-01	-4.990336e-01	4.990336e-01
5.762438884703442e-01	-9.969474e-01	-4.980047e-01	-4.980047e-01	-4.980047e-01	4.980047e-01
5.781970134703442e-01	-9.798925e-01	-4.894852e-01	-4.894852e-01	-4.894852e-01	4.894852e-01
5.801501384703442e-01	-9.480991e-01	-4.736035e-01	-4.736035e-01	-4.736035e-01	4.736035e-01
5.821032634703442e-01	-9.020455e-01	-4.505984e-01	-4.505984e-01	-4.505984e-01	4.505984e-01
5.840563884703442e-01	-8.424242e-01	-4.208158e-01	-4.208158e-01	-4.208158e-01	4.208158e-01
5.860095134703442e-01	-7.701321e-01	-3.847037e-01	-3.847037e-01	-3.847037e-01	3.847037e-01
5.879626384703442e-01	-6.862565e-01	-3.428054e-01	-3.428054e-01	-3.428054e-01	3.428054e-01
5.899157634703442e-01	-5.920589e-01	-2.957509e-01	-2.957509e-01	-2.957509e-01	2.957509e-01
5.918688884703442e-01	-4.889562e-01	-2.442481e-01	-2.442481e-01	-2.442481e-01	2.442481e-01
5.938220134703442e-01	-3.784992e-01	-1.890715e-01	-1.890715e-01	-1.890715e-01	1.890715e-01
5.957751384703442e-01	-2.623492e-01	-1.310512e-01	-1.310512e-01	-1.310512e-01	1.310512e-01
5.977282634703442e-01	-1.422532e-01	-7.105969e-02	-7.105969e-02	-7.105969e-02	7.105969e-02
5.996813884703442e-01	-2.001762e-02	-9.999391e-03	-9.999391e-03	-9.999391e-03	9.999391e-03
6.016345134703442e-01	1.025191e-01	5.121130e-02	5.121130e-02	5.121130e-02	-5.121130e-02
6.035876384703442e-01	2.235138e-01	1.116517e-01	1.116517e-01	1.116517e-01	-1.116517e-01
6.055407634703442e-01	3.411466e-01	1.704128e-01	1.704128e-01	1.704128e-01	-1.704128e-01
6.074938884703442e-01	4.536483e-01	2.266107e-01	2.266107e-01	2.266107e-01	-2.266107e-01
6.094470134703442e-01	5.593267e-01	2.794002e-01	2.794002e-01	2.794002e-01	-2.794002e-01
6.114001384703442e-01	6.565923e-01	3.279873e-01	3.279873e-01	3.279873e-01	-3.279873e-01
6.133532634703442e-01	7.439821e-01	3.716410e-01	3.716410e-01	3.716410e-01	-3.716410e-01
6.153063884703442e-01	8.201818e-01	4.097050e-01	4.097050e-01	4.097050e-01	-4.097050e-01
6.172595134703442e-01	8.840452e-01	4.416067e-01	4.416067e-01	4.416067e-01	-4.416067e-01
6.192126384703442e-01	9.346117e-01	4.668661e-01	4.668661e-01	4.668661e-01	-4.668661e-01
6.211657634703442e-01	9.711207e-01	4.851035e-01	4.851035e-01	4.851035e-01	-4.851035e-01
6.231188884703442e-01	9.930233e-01	4.960445e-01	4.960445e-01	4.960445e-01	-4.960445e-01
6.250720134703442e-01	9.999897e-01	4.995244e-01	4.995244e-01	4.995244e-01	-4.995244e-01
6.270251384703442e-01	9.919155e-01	4.954911e-01	4.954911e-01	4.954911e-01	-4.954911e-01
6.289782634703442e-01	9.689219e-01	4.840051e-01	4.840051e-01	4.840051e-01	-4.840051e-01
6.309313884703442e-01	9.313548e-01	4.652392e-01	4.652392e-01	4.652392e-01	-4.652392e-01
6.328845134703442e-01	8.797793e-01	4.394757e-01	4.394757e-01	4.394757e-01	-4.394757e-01
6.348376384703442e-01	8.149711e-01	4.071021e-01	4.071021e-01	4.071021e-01	-4.071021e-01
6.367907634703442e-01	7.379049e-01	3.686053e-01	3.686053e-01	3.686053e-01	-3.686053e-01
6.387438884703442e-01	6.497400e-01	3.245643e-01	3.245643e-01	3.245643e-01	-3.245643e-01
6.406970134703442e-01	5.518024e-01	2.756416e-01	2.756416e-01	2.756416e-01	-2.756416e-01
6.426501384703442e-01	4.455651e-01	2.225729e-01	2.225729e-01	2.225729e-01	-2.225729e-01
6.446032634703442e-01	3.326262e-01	1.661566e-01	1.661566e-01	1.661566e-01	-1.661566e-01
6.465563884703442e-01	2.146842e-01	1.072411e-01	1.072411e-01	1.072411e-01	-1.072411e-01
6.485095134703442e-01	9.351320e-02	4.671260e-02	4.671260e-02	4.671260e-02	-4.671260e-02
6.514392009703442e-01	-9.030447e-02	-4.510975e-02	-4.510975e-02	-4.510975e-02	4.510975e-02
6.533923259703442e-01	-2.115359e-01	-1.056684e-01	-1.056684e-01	-1.056684e-01	1.056684e-01
6.553454509703442e-01	-3.295856e-01	-1.646377e-01	-1.646377e-01	-1.646377e-01	1.646377e-01
6.572985759703442e-01	-4.426780e-01	-2.211307e-01	-2.211307e-01	-2.211307e-01	2.211307e-01
6.592517009703442e-01	-5.491121e-01	-2.742977e-01	-2.742977e-01	-2.742977e-01	2.742977e-01
6.612048259703442e-01	-6.472871e-01	-3.233390e-01	-3.233390e-01	-3.233390e-01	3.233390e-01
6.631579509703442e-01	-7.357263e-01	-3.675170e-01	-3.675170e-01	-3.675170e-01	3.675170e-01
6.651110759703442e-01	-8.130995e-01	-4.061672e-01	-4.061672e-01	-4.061672e-01	4.061672e-01
6.670642009703442e-01	-8.782429e-01	-4.387082e-01	-4.387082e-01	-4.387082e-01	4.387082e-01
6.690173259703442e-01	-9.301767e-01	-4.646507e-01	-4.646507e-01	-4.646507e-01	4.646507e-01
6.709704509703442e-01	-9.681197e-01	-4.836044e-01	-4.836044e-01	-4.836044e-01	4.836044e-01
6.729235759703442e-01	-9.915015e-01	-4.952843e-01	-4.952843e-01	-4.952843e-01	4.952843e-01
6.748767009703442e-01	-9.999700e-01	-4.995145e-01	-4.995145e-01	-4.995145e-01	4.995145e-01
6.768298259703442e-01	-9.933981e-01	-4.962317e-01	-4.962317e-01	-4.962317e-01	4.962317e-01
6.787829509703442e-01	-9.718845e-01	-4.854850e-01	-4.854850e-01	-4.854850e-01	4.854850e-01
6.807360759703442e-01	-9.357529e-01	-4.674362e-01	-4.674362e-01	-4.674362e-01	4.674362e-01
6.826892009703442e-01	-8.855467e-01	-4.423567e-01	-4.423567e-01	-4.423567e-01	4.423567e-01
6.846423259703442e-01	-8.220211e-01	-4.106238e-01	-4.106238e-01	-4.106238e-01	4.106238e-01
6.865954509703442e-01	-7.461315e-01	-3.727147e-01	-3.727147e-01	-3.727147e-01	3.727147e-01
6.885485759703442e-01	-6.590194e-01	-3.291996e-01	-3.291996e-01	-3.291996e-01	3.291996e-01
6.905017009703442e-01	-5.619950e-01	-2.807331e-01	-2.807331e-01	-2.807331e-01	2.807331e-01
6.924548259703442e-01	-4.565177e-01	-2.280440e-01	-2.280440e-01	-2.280440e-01	2.280440e-01
6.944079509703442e-01	-3.441739e-01	-1.719250e-01	-1.719250e-01	-1.719250e-01	1.719250e-01
6.963610759703442e-01	-2.266535e-01	-1.132201e-01	-1.132201e-01	-1.132201e-01	1.132201e-01
6.983142009703442e-01	-1.057239e-01	-5.281222e-02	-5.281222e-02	-5.281222e-02	5.281222e-02
7.012438884703442e-01	7.807627e-02	3.900141e-02	3.900141e-02	3.900141e-02	-3.900141e-02
7.031970134703442e-01	1.995261e-01	9.966918e-02	9.966918e-02	9.966918e-02	-9.966918e-02
7.051501384703442e-01	3.179749e-01	1.588379e-01	1.588379e-01	1.588379e-01	-1.588379e-01
7.071032634703442e-01	4.316410e-01	2.156174e-01	2.156174e-01	2.156174e-01	-2.156174e-01
7.090563884703442e-01	5.388149e-01	2.691540e-01	2.691540e-01	2.691540e-01	-2.691540e-01
7.110095134703442e-01	6.378844e-01	3.186421e-01	3.186421e-01	3.186421e-01	-3.186421e-01
7.129626384703442e-01	7.273597e-01	3.633376e-01	3.633376e-01	3.633376e-01	-3.633376e-01
7.149157634703442e-01	8.058947e-01	4.025682e-01	4.025682e-01	4.025682e-01	-4.025682e-01
7.168688884703442e-01	8.723083e-01	4.357437e-01	4.357437e-01	4.357437e-01	-4.357437e-01
7.188220134703442e-01	9.256016e-01	4.623653e-01	4.623653e-01	4.623653e-01	-4.623653e-01
7.207751384703442e-01	9.649730e-01	4.820325e-01	4.820325e-01	4.820325e-01	-4.820325e-01
7.227282634703442e-01	9.898303e-01	4.944495e-01	4.944495e-01	4.944495e-01	-4.944495e-01
7.246813884703442e-01	9.997996e-01	4.994294e-01	4.994294e-01	4.994294e-01	-4.994294e-01
7.266345134703442e-01	9.947310e-01	4.968975e-01	4.968975e-01	4.968975e-01	-4.968975e-01
7.285876384703442e-01	9.747007e-01	4.868918e-01	4.868918e-01	4.868918e-01	-4.868918e-01
7.305407634703442e-01	9.400101e-01	4.695628e-01	4.695628e-01	4.695628e-01	-4.695628e-01
7.324938884703442e-01	8.911808e-01	4.451711e-01	4.451711e-01	4.451711e-01	-4.451711e-01
7.344470134703442e-01	8.289473e-01	4.140837e-01	4.140837e-01	4.140837e-01	-4.140837e-01
7.364001384703442e-01	7.542456e-01	3.767680e-01	3.767680e-01	3.767680e-01	-3.767680e-01
7.383532634703442e-01	6.681995e-01	3.337854e-01	3.337854e-01	3.337854e-01	-3.337854e-01
7.403063884703442e-01	5.721030e-01	2.857823e-01	2.857823e-01	2.857823e-01	-2.857823e-01
7.422595134703442e-01	4.674015e-01	2.334808e-01	2.334808e-01	2.334808e-01	-2.334808e-01
7.442126384703442e-01	3.556698e-01	1.776676e-01	1.776676e-01	1.776676e-01	-1.776676e-01
7.461657634703442e-01	2.385886e-01	1.191820e-01	1.191820e-01	1.191820e-01	-1.191820e-01
7.481188884703442e-01	1.179187e-01	5.890388e-02	5.890388e-02	5.890388e-02	-5.890388e-02
7.500720134703442e-01	-4.524725e-03	-2.260233e-03	-2.260233e-03	-2.260233e-03	2.260233e-03
7.520251384703442e-01	-1.269001e-01	-6.339036e-02	-6.339036e-02	-6.339036e-02	6.339036e-02
7.539782634703442e-01	-2.473668e-01	-1.235670e-01	-1.235670e-01	-1.235670e-01	1.235670e-01
7.559313884703442e-01	-3.641129e-01	-1.818851e-01	-1.818851e-01	-1.818851e-01	1.818851e-01
7.578845134703442e-01	-4.753824e-01	-2.374675e-01	-2.374675e-01	-2.374675e-01	2.374675e-01
7.598376384703442e-01	-5.795016e-01	-2.894782e-01	-2.894782e-01	-2.894782e-01	2.894782e-01
7.617907634703442e-01	-6.749047e-01	-3.371348e-01	-3.371348e-01	-3.371348e-01	3.371348e-01
7.637438884703442e-01	-7.601565e-01	-3.797206e-01	-3.797206e-01	-3.797206e-01	3.797206e-01
7.656970134703442e-01	-8.339749e-01	-4.165951e-01	-4.165951e-01	-4.165951e-01	4.165951e-01
7.676501384703442e-01	-8.952495e-01	-4.472036e-01	-4.472036e-01	-4.472036e-01	4.472036e-01
7.696032634703442e-01	-9.430588e-01	-4.710857e-01	-4.710857e-01	-4.710857e-01	4.710857e-01
7.715563884703442e-01	-9.766835e-01	-4.878823e-01	-4.878823e-01	-4.878823e-01	4.878823e-01
7.735095134703442e-01	-9.956180e-01	-4.973406e-01	-4.973406e-01	-4.973406e-01	4.973406e-01
7.754626384703442e-01	-9.995775e-01	-4.993185e-01	-4.993185e-01	-4.993185e-01	4.993185e-01
7.774157634703442e-01	-9.885024e-01	-4.937862e-01	-4.937862e-01	-4.937862e-01	4.937862e-01
7.793688884703442e-01	-9.625594e-01	-4.808269e-01	-4.808269e-01	-4.808269e-01	4.808269e-01
7.813220134703442e-01	-9.221385e-01	-4.606354e-01	-4.606354e-01	-4.606354e-01	4.606354e-01
7.832751384703442e-01	-8.678479e-01	-4.335156e-01	-4.335156e-01	-4.335156e-01	4.335156e-01
7.852282634703442e-01	-8.005039e-01	-3.998753e-01	-3.998753e-01	-3.998753e-01	3.998753e-01
7.871813884703442e-01	-7.211197e-01	-3.602206e-01	-3.602206e-01	-3.602206e-01	3.602206e-01
7.891345134703442e-01	-6.308891e-01	-3.151478e-01	-3.151478e-01	-3.151478e-01	3.151478e-01
7.910876384703442e-01	-5.311694e-01	-2.653348e-01	-2.653348e-01	-2.653348e-01	2.653348e-01
7.930407634703442e-01	-4.234604e-01	-2.115310e-01	-2.115310e-01	-2.115310e-01	2.115310e-01
7.949938884703442e-01	-3.093822e-01	-1.545455e-01	-1.545455e-01	-1.545455e-01	1.545455e-01
7.969470134703442e-01	-1.906505e-01	-9.523557e-02	-9.523557e-02	-9.523557e-02	9.523557e-02
7.989001384703442e-01	-6.905135e-02	-3.449319e-02	-3.449319e-02	-3.449319e-02	3.449319e-02
8.008532634703442e-01	5.358645e-02	2.676801e-02	2.676801e-02	2.676801e-02	-2.676801e-02
8.028063884703442e-01	1.754182e-01	8.762659e-02	8.762659e-02	8.762659e-02	-8.762659e-02
8.047595134703442e-01	2.946116e-01	1.471672e-01	1.471672e-01	1.471672e-01	-1.471672e-01
8.067126384703442e-01	4.093737e-01	2.044943e-01	2.044943e-01	2.044943e-01	-2.044943e-01
8.086657634703442e-01	5.179785e-01	2.587456e-01	2.587456e-01	2.587456e-01	-2.587456e-01
8.106188884703442e-01	6.187924e-01	3.091050e-01	3.091050e-01	3.091050e-01	-3.091050e-01
8.125720134703442e-01	7.102990e-01	3.548153e-01	3.548153e-01	3.548153e-01	-3.548153e-01
8.145251384703442e-01	7.911221e-01	3.951889e-01	3.951889e-01	3.951889e-01	-3.951889e-01
8.164782634703442e-01	8.600460e-01	4.296184e-01	4.296184e-01	4.296184e-01	-4.296184e-01
8.184313884703442e-01	9.160340e-01	4.575860e-01	4.575860e-01	4.575860e-01	-4.575860e-01
8.203845134703442e-01	9.582440e-01	4.786712e-01	4.786712e-01	4.786712e-01	-4.786712e-01
8.223376384703442e-01	9.860411e-01	4.925567e-01	4.925567e-01	4.925567e-01	-4.925567e-01
8.242907634703442e-01	9.990072e-01	4.990336e-01	4.990336e-01	4.990336e-01	-4.990336e-01
8.262438884703442e-01	9.969474e-01	4.980047e-01	4.980047e-01	4.980047e-01	-4.980047e-01
8.281970134703442e-01	9.798925e-01	4.894852e-01	4.894852e-01	4.894852e-01	-4.894852e-01
8.301501384703442e-01	9.480991e-01	4.736035e-01	4.736035e-01	4.736035e-01	-4.736035e-01
8.321032634703442e-01	9.020455e-01	4.505984e-01	4.505984e-01	4.505984e-01	-4.505984e-01
8.340563884703442e-01	8.424242e-01	4.208158e-01	4.208158e-01	4.208158e-01	-4.208158e-01
8.360095134703442e-01	7.701321e-01	3.847037e-01	3.847037e-01	3.847037e-01	-3.847037e-01
8.379626384703442e-01	6.862565e-01	3.428054e-01	3.428054e-01	3.428054e-01	-3.428054e-01
8.399157634703442e-01	5.920589e-01	2.957509e-01	2.957509e-01	2.957509e-01	-2.957509e-01
8.418688884703442e-01	4.889562e-01	2.442481e-01	2.442481e-01	2.442481e-01	-2.442481e-01
8.438220134703442e-01	3.784992e-01	1.890715e-01	1.890715e-01	1.890715e-01	-1.890715e-01
8.457751384703442e-01	2.623492e-01	1.310512e-01	1.310512e-01	1.310512e-01	-1.310512e-01
8.477282634703442e-01	1.422532e-01	7.105969e-02	7.105969e-02	7.105969e-02	-7.105969e-02
8.496813884703442e-01	2.001762e-02	9.999391e-03	9.999391e-03	9.999391e-03	-9.999391e-03
8.516345134703442e-01	-1.025191e-01	-5.121130e-02	-5.121130e-02	-5.121130e-02	5.121130e-02
8.535876384703442e-01	-2.235138e-01	-1.116517e-01	-1.116517e-01	-1.116517e-01	1.116517e-01
8.555407634703442e-01	-3.411466e-01	-1.704128e-01	-1.704128e-01	-1.704128e-01	1.704128e-01
8.574938884703442e-01	-4.536483e-01	-2.266107e-01	-2.266107e-01	-2.266107e-01	2.266107e-01
8.594470134703442e-01	-5.593267e-01	-2.794002e-01	-2.794002e-01	-2.794002e-01	2.794002e-01
8.614001384703442e-01	-6.565923e-01	-3.279873e-01	-3.279873e-01	-3.279873e-01	3.279873e-01
8.633532634703442e-01	-7.439821e-01	-3.716410e-01	-3.716410e-01	-3.716410e-01	3.716410e-01
8.653063884703442e-01	-8.201818e-01	-4.097050e-01	-4.097050e-01	-4.097050e-01	4.097050e-01
8.672595134703442e-01	-8.840452e-01	-4.416067e-01	-4.416067e-01	-4.416067e-01	4.416067e-01
8.692126384703442e-01	-9.346117e-01	-4.668661e-01	-4.668661e-01	-4.668661e-01	4.668661e-01
8.711657634703442e-01	-9.711207e-01	-4.851035e-01	-4.851035e-01	-4.851035e-01	4.851035e-01
8.731188884703442e-01	-9.930233e-01	-4.960445e-01	-4.960445e-01	-4.960445e-01	4.960445e-01
8.750720134703442e-01	-9.999897e-01	-4.995244e-01	-4.995244e-01	-4.995244e-01	4.995244e-01
8.770251384703442e-01	-9.919155e-01	-4.954911e-01	-4.954911e-01	-4.954911e-01	4.954911e-01
8.789782634703442e-01	-9.689219e-01	-4.840051e-01	-4.840051e-01	-4.840051e-01	4.840051e-01
8.809313884703442e-01	-9.313548e-01	-4.652392e-01	-4.652392e-01	-4.652392e-01	4.652392e-01
8.828845134703442e-01	-8.797793e-01	-4.394757e-01	-4.394757e-01	-4.394757e-01	4.394757e-01
8.848376384703442e-01	-8.149711e-01	-4.071021e-01	-4.071021e-01	-4.071021e-01	4.071021e-01
8.867907634703442e-01	-7.379049e-01	-3.686053e-01	-3.686053e-01	-3.686053e-01	3.686053e-01
8.887438884703442e-01	-6.497400e-01	-3.245643e-01	-3.245643e-01	-3.245643e-01	3.245643e-01
8.906970134703442e-01	-5.518024e-01	-2.756416e-01	-2.756416e-01	-2.756416e-01	2.756416e-01
8.926501384703442e-01	-4.455651e-01	-2.225729e-01	-2.225729e-01	-2.225729e-01	2.225729e-01
8.946032634703442e-01	-3.326262e-01	-1.661566e-01	-1.661566e-01	-1.661566e-01	1.661566e-01
8.965563884703442e-01	-2.146842e-01	-1.072411e-01	-1.072411e-01	-1.072411e-01	1.072411e-01
8.985095134703442e-01	-9.351320e-02	-4.671260e-02	-4.671260e-02	-4.671260e-02	4.671260e-02
9.014392009703442e-01	9.030447e-02	4.510975e-02	4.510975e-02	4.510975e-02	-4.510975e-02
9.033923259703442e-01	2.115359e-01	1.056684e-01	1.056684e-01	1.056684e-01	-1.056684e-01
9.053454509703442e-01	3.295856e-01	1.646377e-01	1.646377e-01	1.646377e-01	-1.646377e-01
9.072985759703442e-01	4.426780e-01	2.211307e-01	2.211307e-01	2.211307e-01	-2.211307e-01
9.092517009703442e-01	5.491121e-01	2.742977e-01	2.742977e-01	2.742977e-01	-2.742977e-01
9.112048259703442e-01	6.472871e-01	3.233390e-01	3.233390e-01	3.233390e-01	-3.233390e-01
9.131579509703442e-01	7.357263e-01	3.675170e-01	3.675170e-01	3.675170e-01	-3.675170e-01
9.151110759703442e-01	8.130995e-01	4.061672e-01	4.061672e-01	4.061672e-01	-4.061672e-01
9.170642009703442e-01	8.782429e-01	4.387082e-01	4.387082e-01	4.387082e-01	-4.387082e-01
9.190173259703442e-01	9.301767e-01	4.646507e-01	4.646507e-01	4.646507e-01	-4.646507e-01
9.209704509703442e-01	9.681197e-01	4.836044e-01	4.836044e-01	4.836044e-01	-4.836044e-01
9.229235759703442e-01	9.915015e-01	4.952843e-01	4.952843e-01	4.952843e-01	-4.952843e-01
9.248767009703442e-01	9.999700e-01	4.995145e-01	4.995145e-01	4.995145e-01	-4.995145e-01
9.268298259703442e-01	9.933981e-01	4.962317e-01	4.962317e-01	4.962317e-01	-4.962317e-01
9.287829509703442e-01	9.718845e-01	4.854850e-01	4.854850e-01	4.854850e-01	-4.854850e-01
9.307360759703442e-01	9.357529e-01	4.674362e-01	4.674362e-01	4.674362e-01	-4.674362e-01
9.326892009703442e-01	8.855467e-01	4.423567e-01	4.423567e-01	4.423567e-01	-4.423567e-01
9.346423259703442e-01	8.220211e-01	4.106238e-01	4.106238e-01	4.106238e-01	-4.106238e-01
9.365954509703442e-01	7.461315e-01	3.727147e-01	3.727147e-01	3.727147e-01	-3.727147e-01
9.385485759703442e-01	6.590194e-01	3.291996e-01	3.291996e-01	3.291996e-01	-3.291996e-01
9.405017009703442e-01	5.619950e-01	2.807331e-01	2.807331e-01	2.807331e-01	-2.807331e-01
9.424548259703442e-01	4.565177e-01	2.280440e-01	2.280440e-01	2.280440e-01	-2.280440e-01
9.444079509703442e-01	3.441739e-01	1.719250e-01	1.719250e-01	1.719250e-01	-1.719250e-01
9.463610759703442e-01	2.266535e-01	1.132201e-01	1.132201e-01	1.132201e-01	-1.132201e-01
9.483142009703442e-01	1.057239e-01	5.281222e-02	5.281222e-02	5.281222e-02	-5.281222e-02
9.512438884703442e-01	-7.807627e-02	-3.900141e-02	-3.900141e-02	-3.900141e-02	3.900141e-02
9.531970134703442e-01	-1.995261e-01	-9.966918e-02	-9.966918e-02	-9.966918e-02	9.966918e-02
9.551501384703442e-01	-3.179749e-01	-1.588379e-01	-1.588379e-01	-1.588379e-01	1.588379e-01
9.571032634703442e-01	-4.316410e-01	-2.156174e-01	-2.156174e-01	-2.156174e-01	2.156174e-01
9.590563884703442e-01	-5.388149e-01	-2.691540e-01	-2.691540e-01	-2.691540e-01	2.691540e-01
9.610095134703442e-01	-6.378844e-01	-3.186421e-01	-3.186421e-01	-3.186421e-01	3.186421e-01
9.629626384703442e-01	-7.273597e-01	-3.633376e-01	-3.633376e-01	-3.633376e-01	3.633376e-01
9.649157634703442e-01	-8.058947e-01	-4.025682e-01	-4.025682e-01	-4.025682e-01	4.025682e-01
9.668688884703442e-01	-8.723083e-01	-4.357437e-01	-4.357437e-01	-4.357437e-01	4.357437e-01
9.688220134703442e-01	-9.256016e-01	-4.623653e-01	-4.623653e-01	-4.623653e-01	4.623653e-01
9.707751384703442e-01	-9.649730e-01	-4.820325e-01	-4.820325e-01	-4.820325e-01	4.820325e-01
9.727282634703442e-01	-9.898303e-01	-4.944495e-01	-4.944495e-01	-4.944495e-01	4.944495e-01
9.746813884703442e-01	-9.997996e-01	-4.994294e-01	-4.994294e-01	-4.994294e-01	4.994294e-01
9.766345134703442e-01	-9.947310e-01	-4.968975e-01	-4.968975e-01	-4.968975e-01	4.968975e-01
9.785876384703442e-01	-9.747007e-01	-4.868918e-01	-4.868918e-01	-4.868918e-01	4.868918e-01
9.795642009703442e-01	-9.591604e-01	-4.791290e-01	-4.791290e-01	-4.791290e-01	4.791290e-01
9.815173259703442e-01	-9.173217e-01	-4.582293e-01	-4.582293e-01	-4.582293e-01	4.582293e-01
9.834704509703442e-01	-8.616856e-01	-4.304374e-01	-4.304374e-01	-4.304374e-01	4.304374e-01
9.854235759703442e-01	-7.930890e-01	-3.961714e-01	-3.961714e-01	-3.961714e-01	3.961714e-01
9.873767009703442e-01	-7.125635e-01	-3.559465e-01	-3.559465e-01	-3.559465e-01	3.559465e-01
9.893298259703442e-01	-6.213205e-01	-3.103679e-01	-3.103679e-01	-3.103679e-01	3.103679e-01
9.912829509703442e-01	-5.207322e-01	-2.601211e-01	-2.601211e-01	-2.601211e-01	2.601211e-01
9.932360759703442e-01	-4.123116e-01	-2.059618e-01	-2.059618e-01	-2.059618e-01	2.059618e-01
9.951892009703442e-01	-2.976894e-01	-1.487046e-01	-1.487046e-01	-1.487046e-01	1.487046e-01
9.971423259703442e-01	-1.785897e-01	-8.921085e-02	-8.921085e-02	-8.921085e-02	8.921085e-02
9.990954509703442e-01	-5.680390e-02	-2.837654e-02	-2.837654e-02	-2.837654e-02	2.837654e-02
1.000000000000000e+00	-2.449294e-15	-1.224647e-15	-1.224647e-15	-1.224647e-15	1.224647e-15
